inf_1,inf_2,was_inf,inf_weight_1,inf_weight_2,s_t+d,age,pid
0.0,2.0,0.0,0.0,7200.0,0.0,52,148855
0.0,3.0,0.0,0.0,7200.0,0.0,52,148855
0.0,4.0,0.0,0.0,7200.0,0.0,52,148855
0.0,4.0,0.0,0.0,7200.0,0.0,52,148855
0.0,1.0,0.0,0.0,10500.0,0.0,52,148855
0.0,2.0,0.0,0.0,17340.0,0.0,52,148855
0.0,3.0,0.0,0.0,17340.0,0.0,52,148855
0.0,1.0,0.0,0.0,1200.0,0.0,59,148869
0.0,2.0,0.0,0.0,1200.0,0.0,59,148869
0.0,3.0,0.0,0.0,1200.0,0.0,59,148869
0.0,4.0,0.0,0.0,1200.0,0.0,59,148869
0.0,4.0,0.0,0.0,1200.0,0.0,59,148869
0.0,1.0,0.0,0.0,3480.0,0.0,59,148869
0.0,2.0,0.0,0.0,29279.5,0.0,59,148869
0.0,1.0,0.0,0.0,25259.5,0.0,61,148870
0.0,2.0,0.0,0.0,25259.5,0.0,61,148870
0.0,3.0,0.0,0.0,25259.5,0.0,61,148870
0.0,4.0,0.0,0.0,25259.5,0.0,61,148870
0.0,4.0,0.0,0.0,25259.5,0.0,61,148870
0.0,4.0,0.0,0.0,25259.5,0.0,61,148870
0.0,5.0,0.0,0.0,49709.0,0.0,61,148870
0.0,6.0,0.0,0.0,49709.0,0.0,61,148870
0.0,6.0,0.0,0.0,49709.0,0.0,61,148870
0.0,6.0,0.0,0.0,49709.0,0.0,61,148870
0.0,1.0,0.0,0.0,6150.0,0.0,61,148870
0.0,2.0,0.0,0.0,6150.0,0.0,61,148870
0.0,1.0,0.0,0.0,13200.0,0.0,61,148870
0.0,2.0,0.0,0.0,29640.0,0.0,61,148870
0.0,3.0,0.0,0.0,29640.0,0.0,61,148870
1.0,1.0,0.0,6000.0,6000.0,0.0,59,148872
1.0,2.0,0.0,6000.0,43799.5,0.0,59,148872
0.0,1.0,0.0,0.0,15000.0,0.0,59,148872
0.0,2.0,0.0,0.0,51630.0,0.0,59,148872
0.0,3.0,0.0,0.0,51630.0,0.0,59,148872
0.0,1.0,0.0,0.0,13200.0,0.0,59,148872
0.0,3.0,0.0,0.0,16110.0,0.0,59,148872
0.0,4.0,0.0,0.0,17835.0,0.0,59,148872
0.0,4.0,0.0,0.0,12285.0,0.0,59,148872
0.0,3.0,0.0,0.0,9375.0,0.0,59,148872
0.0,4.0,0.0,0.0,9375.0,0.0,59,148872
0.0,1.0,0.0,0.0,34199.0,0.0,57,148873
0.0,1.0,0.0,0.0,34199.0,0.0,28,148874
0.0,2.0,0.0,0.0,67169.5,0.0,14,148878
0.0,4.0,0.0,0.0,67169.5,0.0,14,148878
0.0,6.0,0.0,0.0,67169.5,0.0,14,148878
0.0,7.0,0.0,0.0,67169.5,0.0,14,148878
0.0,6.0,0.0,0.0,67169.5,0.0,14,148878
0.0,5.0,0.0,0.0,67169.5,0.0,14,148878
0.0,4.0,0.0,0.0,44820.0,0.0,14,148878
0.0,4.0,0.0,0.0,44820.0,0.0,14,148878
0.0,1.0,0.0,0.0,26100.0,0.0,14,148878
0.0,2.0,0.0,0.0,26100.0,0.0,14,148878
0.0,3.0,0.0,0.0,26100.0,0.0,14,148878
0.0,4.0,0.0,0.0,26100.0,0.0,14,148878
0.0,4.0,0.0,0.0,26100.0,0.0,14,148878
0.0,1.0,0.0,0.0,42450.0,0.0,14,148878
0.0,2.0,0.0,0.0,71520.0,0.0,14,148878
0.0,3.0,0.0,0.0,71520.0,0.0,14,148878
0.0,1.0,0.0,0.0,50219.5,0.0,14,148878
0.0,2.0,0.0,0.0,50219.5,0.0,14,148878
0.0,1.0,0.0,0.0,4350.0,0.0,51,148890
0.0,2.0,0.0,0.0,34109.5,0.0,51,148890
0.0,3.0,0.0,0.0,34109.5,0.0,51,148890
0.0,4.0,0.0,0.0,34109.5,0.0,51,148890
0.0,4.0,0.0,0.0,29759.5,0.0,51,148890
0.0,4.0,0.0,0.0,29759.5,0.0,51,148890
0.0,4.0,0.0,0.0,29759.5,0.0,51,148890
0.0,5.0,0.0,0.0,58709.0,0.0,51,148890
0.0,6.0,0.0,0.0,58709.0,0.0,51,148890
0.0,6.0,0.0,0.0,58709.0,0.0,51,148890
0.0,6.0,0.0,0.0,58709.0,0.0,51,148890
0.0,1.0,0.0,0.0,29099.5,0.0,51,148890
0.0,2.0,0.0,0.0,29099.5,0.0,51,148890
0.0,3.0,0.0,0.0,29099.5,0.0,51,148890
0.0,1.0,0.0,0.0,2070.0,0.0,51,148890
0.0,2.0,0.0,0.0,13980.0,0.0,51,148890
0.0,3.0,0.0,0.0,13980.0,0.0,51,148890
0.0,4.0,0.0,0.0,13980.0,0.0,51,148890
0.0,1.0,0.0,0.0,450.0,0.0,27,148897
0.0,1.0,0.0,0.0,15300.0,0.0,25,148898
0.0,2.0,0.0,0.0,15300.0,0.0,25,148898
0.0,3.0,0.0,0.0,15300.0,0.0,25,148898
0.0,4.0,0.0,0.0,15300.0,0.0,25,148898
0.0,4.0,0.0,0.0,15300.0,0.0,25,148898
0.0,4.0,0.0,0.0,15300.0,0.0,25,148898
0.0,5.0,0.0,0.0,28890.0,0.0,25,148898
0.0,6.0,0.0,0.0,28890.0,0.0,25,148898
0.0,6.0,0.0,0.0,28890.0,0.0,25,148898
0.0,6.0,0.0,0.0,28890.0,0.0,25,148898
0.0,1.0,0.0,0.0,8340.0,0.0,25,148898
0.0,2.0,0.0,0.0,8340.0,0.0,25,148898
0.0,1.0,0.0,0.0,9900.0,0.0,54,148901
0.0,1.0,0.0,0.0,1200.0,0.0,53,148904
0.0,2.0,0.0,0.0,1200.0,0.0,53,148904
0.0,3.0,0.0,0.0,1200.0,0.0,53,148904
0.0,4.0,0.0,0.0,1200.0,0.0,53,148904
0.0,4.0,0.0,0.0,1200.0,0.0,53,148904
0.0,1.0,0.0,0.0,22499.5,0.0,53,148904
0.0,1.0,0.0,0.0,38550.0,0.0,15,148906
0.0,2.0,0.0,0.0,38550.0,0.0,15,148906
0.0,3.0,0.0,0.0,38550.0,0.0,15,148906
0.0,4.0,0.0,0.0,38550.0,0.0,15,148906
0.0,4.0,0.0,0.0,38550.0,0.0,15,148906
0.0,4.0,0.0,0.0,38550.0,0.0,15,148906
0.0,5.0,0.0,0.0,56550.0,0.0,15,148906
0.0,6.0,0.0,0.0,56550.0,0.0,15,148906
0.0,6.0,0.0,0.0,56550.0,0.0,15,148906
0.0,6.0,0.0,0.0,56550.0,0.0,15,148906
0.0,1.0,0.0,0.0,35670.0,0.0,15,148906
0.0,1.0,0.0,0.0,33780.0,0.0,10,148910
0.0,2.0,0.0,0.0,33780.0,0.0,10,148910
0.0,3.0,0.0,0.0,33780.0,0.0,10,148910
0.0,4.0,0.0,0.0,33780.0,0.0,10,148910
0.0,1.0,0.0,0.0,33689.5,0.0,10,148910
0.0,1.0,0.0,0.0,51119.5,0.0,10,148910
0.0,2.0,0.0,0.0,51119.5,0.0,10,148910
0.0,1.0,0.0,0.0,4500.0,0.0,59,148917
0.0,1.0,0.0,0.0,19200.0,0.0,61,148918
0.0,3.0,0.0,0.0,40800.0,0.0,61,148918
0.0,4.0,0.0,0.0,40800.0,0.0,61,148918
0.0,5.0,0.0,0.0,40800.0,0.0,61,148918
0.0,1.0,0.0,0.0,8040.0,0.0,61,148918
0.0,2.0,0.0,0.0,8040.0,0.0,61,148918
0.0,3.0,0.0,0.0,8040.0,0.0,61,148918
0.0,4.0,0.0,0.0,8040.0,0.0,61,148918
0.0,4.0,0.0,0.0,8040.0,0.0,61,148918
0.0,1.0,0.0,0.0,30599.5,0.0,61,148918
0.0,2.0,0.0,0.0,30599.5,0.0,61,148918
0.0,3.0,0.0,0.0,30599.5,0.0,61,148918
0.0,3.0,0.0,0.0,38219.5,0.0,61,148918
0.0,1.0,0.0,0.0,1440.0,0.0,58,148925
0.0,2.0,0.0,0.0,1440.0,0.0,58,148925
0.0,3.0,0.0,0.0,1440.0,0.0,58,148925
0.0,4.0,0.0,0.0,1440.0,0.0,58,148925
0.0,4.0,0.0,0.0,1440.0,0.0,58,148925
0.0,1.0,0.0,0.0,32909.5,0.0,58,148925
0.0,2.0,0.0,0.0,32909.5,0.0,58,148925
0.0,1.0,0.0,0.0,1950.0,0.0,81,148930
0.0,1.0,0.0,0.0,720.0,0.0,81,148930
0.0,1.0,0.0,0.0,14730.0,0.0,50,148935
0.0,1.0,0.0,0.0,12930.0,0.0,50,148935
0.0,2.0,0.0,0.0,14280.0,0.0,50,148935
0.0,3.0,0.0,0.0,15735.0,0.0,50,148935
0.0,1.0,0.0,0.0,7800.0,0.0,28,148936
0.0,2.0,0.0,0.0,7800.0,0.0,28,148936
0.0,3.0,0.0,0.0,7800.0,0.0,28,148936
0.0,1.0,0.0,0.0,20279.5,0.0,49,148939
0.0,2.0,0.0,0.0,20279.5,0.0,49,148939
0.0,3.0,0.0,0.0,20279.5,0.0,49,148939
0.0,1.0,0.0,0.0,10950.0,0.0,49,148939
0.0,1.0,0.0,0.0,3000.0,0.0,80,148940
0.0,2.0,0.0,0.0,3000.0,0.0,80,148940
0.0,3.0,0.0,0.0,3000.0,0.0,80,148940
0.0,4.0,0.0,0.0,3000.0,0.0,80,148940
0.0,5.0,0.0,0.0,13350.0,0.0,80,148940
0.0,5.0,0.0,0.0,13350.0,0.0,80,148940
0.0,5.0,0.0,0.0,13350.0,0.0,80,148940
0.0,5.0,0.0,0.0,13350.0,0.0,80,148940
0.0,4.0,0.0,0.0,10350.0,0.0,80,148940
1.0,1.0,0.0,2400.0,2400.0,0.0,80,148940
0.0,1.0,0.0,0.0,2760.0,0.0,27,148942
0.0,2.0,0.0,0.0,2760.0,0.0,27,148942
0.0,3.0,0.0,0.0,2760.0,0.0,27,148942
0.0,4.0,0.0,0.0,2760.0,0.0,27,148942
0.0,1.0,0.0,0.0,42299.0,0.0,27,148942
0.0,2.0,0.0,0.0,60299.0,0.0,27,148942
0.0,1.0,0.0,0.0,18840.0,0.0,38,148945
0.0,2.0,0.0,0.0,18840.0,0.0,38,148945
0.0,3.0,0.0,0.0,18840.0,0.0,38,148945
0.0,4.0,0.0,0.0,18840.0,0.0,38,148945
0.0,4.0,0.0,0.0,18840.0,0.0,38,148945
0.0,2.0,0.0,0.0,19290.0,0.0,38,148945
0.0,2.0,0.0,0.0,450.0,0.0,38,148945
0.0,1.0,0.0,0.0,12300.0,0.0,38,148945
0.0,1.0,0.0,0.0,720.0,0.0,59,148946
0.0,2.0,0.0,0.0,720.0,0.0,59,148946
0.0,3.0,0.0,0.0,720.0,0.0,59,148946
0.0,4.0,0.0,0.0,720.0,0.0,59,148946
0.0,4.0,0.0,0.0,720.0,0.0,59,148946
0.0,1.0,0.0,0.0,53399.0,0.0,38,148952
0.0,1.0,0.0,0.0,67049.0,0.0,38,148952
0.0,2.0,0.0,0.0,67049.0,0.0,38,148952
1.0,1.0,0.0,25200.0,25200.0,0.0,14,148953
0.0,1.0,0.0,0.0,39750.0,0.0,14,148953
0.0,2.0,0.0,0.0,39750.0,0.0,14,148953
0.0,2.0,0.0,0.0,56549.5,0.0,14,148954
0.0,4.0,0.0,0.0,56549.5,0.0,14,148954
0.0,6.0,0.0,0.0,56549.5,0.0,14,148954
0.0,7.0,0.0,0.0,56549.5,0.0,14,148954
0.0,6.0,0.0,0.0,56549.5,0.0,14,148954
0.0,5.0,0.0,0.0,56549.5,0.0,14,148954
0.0,5.0,0.0,0.0,46800.0,0.0,14,148954
0.0,7.0,0.0,0.0,53400.0,0.0,14,148954
0.0,7.0,0.0,0.0,53400.0,0.0,14,148954
0.0,7.0,0.0,0.0,53400.0,0.0,14,148954
0.0,1.0,0.0,0.0,33149.5,0.0,14,148954
0.0,2.0,0.0,0.0,33149.5,0.0,14,148954
0.0,3.0,0.0,0.0,70649.5,0.0,14,148954
0.0,2.0,0.0,0.0,80489.0,0.0,14,148954
0.0,3.0,0.0,0.0,80489.0,0.0,14,148954
0.0,1.0,0.0,0.0,32159.5,0.0,14,148954
0.0,1.0,0.0,0.0,49199.5,0.0,13,148955
0.0,1.0,0.0,0.0,40950.0,0.0,13,148955
0.0,2.0,0.0,0.0,40950.0,0.0,13,148955
0.0,3.0,0.0,0.0,40950.0,0.0,13,148955
0.0,4.0,0.0,0.0,40950.0,0.0,13,148955
0.0,1.0,0.0,0.0,45749.5,0.0,13,148955
0.0,2.0,0.0,0.0,45749.5,0.0,13,148955
0.0,3.0,0.0,0.0,99148.5,0.0,13,148955
1.0,2.0,0.0,24300.0,69210.0,0.0,13,148955
2.0,3.0,0.0,24300.0,69210.0,0.0,13,148955
0.0,1.0,0.0,0.0,4500.0,0.0,88,148956
0.0,1.0,0.0,0.0,5670.0,0.0,88,148956
0.0,2.0,0.0,0.0,5670.0,0.0,88,148956
0.0,1.0,0.0,0.0,2100.0,0.0,88,148956
0.0,1.0,0.0,0.0,17610.0,0.0,28,148965
0.0,2.0,0.0,0.0,17610.0,0.0,28,148965
0.0,3.0,0.0,0.0,17610.0,0.0,28,148965
0.0,4.0,0.0,0.0,17610.0,0.0,28,148965
0.0,4.0,0.0,0.0,17610.0,0.0,28,148965
0.0,4.0,0.0,0.0,17610.0,0.0,28,148965
0.0,1.0,0.0,0.0,7200.0,0.0,67,148969
0.0,2.0,0.0,0.0,10440.0,0.0,67,148969
0.0,3.0,0.0,0.0,10440.0,0.0,67,148969
0.0,1.0,0.0,0.0,5580.0,0.0,31,148970
0.0,2.0,0.0,0.0,5580.0,0.0,31,148970
0.0,3.0,0.0,0.0,5580.0,0.0,31,148970
0.0,4.0,0.0,0.0,5580.0,0.0,31,148970
0.0,4.0,0.0,0.0,5580.0,0.0,31,148970
0.0,1.0,0.0,0.0,6570.0,0.0,31,148970
0.0,2.0,0.0,0.0,6570.0,0.0,31,148970
0.0,4.0,0.0,0.0,18840.0,0.0,31,148970
0.0,5.0,0.0,0.0,18840.0,0.0,31,148970
0.0,5.0,0.0,0.0,18840.0,0.0,31,148970
0.0,5.0,0.0,0.0,19740.0,0.0,31,148970
0.0,1.0,0.0,0.0,17490.0,0.0,7,148971
0.0,1.0,0.0,0.0,9450.0,0.0,7,148971
0.0,2.0,0.0,0.0,9450.0,0.0,7,148971
0.0,3.0,0.0,0.0,9450.0,0.0,7,148971
0.0,1.0,0.0,0.0,35100.0,0.0,7,148971
0.0,2.0,0.0,0.0,35100.0,0.0,7,148971
0.0,5.0,0.0,0.0,100499.5,0.0,7,148971
0.0,1.0,0.0,0.0,7500.0,0.0,42,148973
0.0,1.0,0.0,0.0,30060.0,0.0,14,148974
0.0,2.0,0.0,0.0,30060.0,0.0,14,148974
0.0,3.0,0.0,0.0,30060.0,0.0,14,148974
0.0,4.0,0.0,0.0,30060.0,0.0,14,148974
0.0,4.0,0.0,0.0,30060.0,0.0,14,148974
0.0,4.0,0.0,0.0,30060.0,0.0,14,148974
0.0,5.0,0.0,0.0,65910.0,0.0,14,148974
0.0,6.0,0.0,0.0,65910.0,0.0,14,148974
0.0,6.0,0.0,0.0,65910.0,0.0,14,148974
0.0,6.0,0.0,0.0,65910.0,0.0,14,148974
0.0,1.0,0.0,0.0,34949.5,0.0,14,148974
0.0,2.0,0.0,0.0,34949.5,0.0,14,148974
0.0,1.0,0.0,0.0,25530.0,0.0,14,148974
0.0,2.0,0.0,0.0,25530.0,0.0,14,148974
0.0,1.0,0.0,0.0,6000.0,0.0,56,148975
0.0,1.0,0.0,0.0,3150.0,0.0,56,148975
0.0,1.0,0.0,0.0,1290.0,0.0,12,148982
0.0,1.0,0.0,0.0,37049.5,0.0,40,148985
0.0,2.0,0.0,0.0,66059.0,0.0,40,148985
0.0,3.0,0.0,0.0,66059.0,0.0,40,148985
0.0,4.0,0.0,0.0,66059.0,0.0,40,148985
0.0,4.0,0.0,0.0,29009.5,0.0,40,148985
0.0,4.0,0.0,0.0,29009.5,0.0,40,148985
0.0,4.0,0.0,0.0,29009.5,0.0,40,148985
0.0,5.0,0.0,0.0,56759.0,0.0,40,148985
0.0,6.0,0.0,0.0,56759.0,0.0,40,148985
0.0,6.0,0.0,0.0,56759.0,0.0,40,148985
0.0,6.0,0.0,0.0,56759.0,0.0,40,148985
0.0,1.0,0.0,0.0,35700.0,0.0,10,148987
0.0,2.0,0.0,0.0,35700.0,0.0,10,148987
0.0,3.0,0.0,0.0,35700.0,0.0,10,148987
0.0,4.0,0.0,0.0,35700.0,0.0,10,148987
0.0,1.0,0.0,0.0,48780.0,0.0,3,148988
0.0,2.0,0.0,0.0,48780.0,0.0,3,148988
0.0,3.0,0.0,0.0,48780.0,0.0,3,148988
0.0,4.0,0.0,0.0,48780.0,0.0,3,148988
0.0,4.0,0.0,0.0,48780.0,0.0,3,148988
0.0,4.0,0.0,0.0,48780.0,0.0,3,148988
0.0,5.0,0.0,0.0,65130.0,0.0,3,148988
0.0,6.0,0.0,0.0,65130.0,0.0,3,148988
0.0,6.0,0.0,0.0,65130.0,0.0,3,148988
0.0,6.0,0.0,0.0,65130.0,0.0,3,148988
0.0,1.0,0.0,0.0,40050.0,0.0,3,148988
0.0,2.0,0.0,0.0,51930.0,0.0,3,148988
0.0,3.0,0.0,0.0,51930.0,0.0,3,148988
0.0,2.0,0.0,0.0,56039.5,0.0,13,148994
0.0,4.0,0.0,0.0,56039.5,0.0,13,148994
0.0,6.0,0.0,0.0,56039.5,0.0,13,148994
0.0,7.0,0.0,0.0,56039.5,0.0,13,148994
0.0,6.0,0.0,0.0,56039.5,0.0,13,148994
0.0,5.0,0.0,0.0,56039.5,0.0,13,148994
0.0,5.0,0.0,0.0,75240.0,0.0,13,148994
0.0,6.0,0.0,0.0,75240.0,0.0,13,148994
0.0,6.0,0.0,0.0,75240.0,0.0,13,148994
0.0,6.0,0.0,0.0,75240.0,0.0,13,148994
0.0,1.0,0.0,0.0,21150.0,0.0,13,148994
0.0,1.0,0.0,0.0,36600.0,0.0,13,148994
0.0,2.0,0.0,0.0,36600.0,0.0,13,148994
0.0,1.0,0.0,0.0,24750.0,0.0,50,148995
0.0,1.0,0.0,0.0,5310.0,0.0,50,148995
0.0,2.0,0.0,0.0,5310.0,0.0,50,148995
0.0,4.0,0.0,0.0,22710.0,0.0,50,148995
0.0,1.0,0.0,0.0,24150.0,0.0,25,148996
0.0,2.0,0.0,0.0,24150.0,0.0,25,148996
0.0,3.0,0.0,0.0,24150.0,0.0,25,148996
0.0,4.0,0.0,0.0,24150.0,0.0,25,148996
0.0,1.0,0.0,0.0,900.0,0.0,25,148996
0.0,1.0,0.0,0.0,3900.0,0.0,57,148999
0.0,1.0,0.0,0.0,6450.0,0.0,57,148999
0.0,2.0,0.0,0.0,6450.0,0.0,57,148999
0.0,3.0,0.0,0.0,6450.0,0.0,57,148999
0.0,4.0,0.0,0.0,6450.0,0.0,57,148999
0.0,1.0,0.0,0.0,44100.0,0.0,57,148999
0.0,1.0,0.0,0.0,67979.0,0.0,45,149001
0.0,2.0,0.0,0.0,133888.0,0.0,45,149001
0.0,3.0,0.0,0.0,133888.0,0.0,45,149001
0.0,1.0,0.0,0.0,13050.0,0.0,18,149002
0.0,2.0,0.0,0.0,96328.0,0.0,18,149002
0.0,4.0,0.0,0.0,123927.5,0.0,18,149002
0.0,1.0,0.0,0.0,25350.0,0.0,7,149003
0.0,1.0,0.0,0.0,56459.0,0.0,7,149003
0.0,1.0,0.0,0.0,10260.0,0.0,7,149003
0.0,3.0,0.0,0.0,38309.5,0.0,7,149003
0.0,6.0,0.0,0.0,149157.5,0.0,7,149003
0.0,8.0,0.0,0.0,149157.5,0.0,7,149003
0.0,8.0,0.0,0.0,149157.5,0.0,7,149003
0.0,4.0,0.0,0.0,74009.0,0.0,7,149003
0.0,3.0,0.0,0.0,18150.0,0.0,7,149003
0.0,4.0,0.0,0.0,21690.0,0.0,7,149003
0.0,1.0,0.0,0.0,32819.5,0.0,3,149004
0.0,2.0,0.0,0.0,59369.5,0.0,3,149004
0.0,3.0,0.0,0.0,59369.5,0.0,3,149004
0.0,4.0,0.0,0.0,59369.5,0.0,3,149004
0.0,4.0,0.0,0.0,26550.0,0.0,3,149004
0.0,4.0,0.0,0.0,26550.0,0.0,3,149004
0.0,4.0,0.0,0.0,26550.0,0.0,3,149004
0.0,6.0,0.0,0.0,80399.5,0.0,3,149004
0.0,8.0,0.0,0.0,80399.5,0.0,3,149004
0.0,9.0,0.0,0.0,80399.5,0.0,3,149004
0.0,10.0,0.0,0.0,80399.5,0.0,3,149004
0.0,1.0,0.0,0.0,16950.0,0.0,3,149004
1.0,3.0,0.0,12000.0,28950.0,0.0,3,149004
1.0,4.0,0.0,12000.0,28950.0,0.0,3,149004
2.0,2.0,0.0,19860.0,19860.0,0.0,3,149004
3.0,3.0,0.0,19860.0,19860.0,0.0,3,149004
0.0,1.0,0.0,0.0,34199.5,0.0,3,149004
0.0,2.0,0.0,0.0,34199.5,0.0,3,149004
0.0,1.0,0.0,0.0,1800.0,0.0,61,149005
0.0,1.0,0.0,0.0,4410.0,0.0,29,149013
0.0,1.0,0.0,0.0,1200.0,0.0,29,149013
0.0,2.0,0.0,0.0,1200.0,0.0,29,149013
0.0,3.0,0.0,0.0,1200.0,0.0,29,149013
0.0,4.0,0.0,0.0,1200.0,0.0,29,149013
0.0,4.0,0.0,0.0,1200.0,0.0,29,149013
0.0,1.0,0.0,0.0,9150.0,0.0,29,149013
0.0,2.0,0.0,0.0,17220.0,0.0,29,149013
0.0,1.0,0.0,0.0,49199.5,0.0,0,149015
0.0,2.0,0.0,0.0,58649.5,0.0,0,149015
0.0,3.0,0.0,0.0,58649.5,0.0,0,149015
0.0,4.0,0.0,0.0,58649.5,0.0,0,149015
0.0,4.0,0.0,0.0,9450.0,0.0,0,149015
0.0,4.0,0.0,0.0,9450.0,0.0,0,149015
0.0,4.0,0.0,0.0,9450.0,0.0,0,149015
0.0,5.0,0.0,0.0,24750.0,0.0,0,149015
0.0,6.0,0.0,0.0,24750.0,0.0,0,149015
0.0,6.0,0.0,0.0,24750.0,0.0,0,149015
0.0,6.0,0.0,0.0,24750.0,0.0,0,149015
0.0,1.0,0.0,0.0,30749.5,0.0,0,149015
0.0,2.0,0.0,0.0,30749.5,0.0,0,149015
0.0,1.0,0.0,0.0,4500.0,0.0,47,149017
0.0,1.0,0.0,0.0,1650.0,0.0,47,149017
0.0,2.0,0.0,0.0,1650.0,0.0,47,149017
0.0,1.0,0.0,0.0,4080.0,0.0,47,149017
0.0,2.0,0.0,0.0,13830.0,0.0,47,149017
0.0,3.0,0.0,0.0,17220.0,0.0,47,149017
0.0,1.0,0.0,0.0,4500.0,0.0,28,149019
0.0,2.0,0.0,0.0,4500.0,0.0,28,149019
0.0,3.0,0.0,0.0,4500.0,0.0,28,149019
0.0,4.0,0.0,0.0,4500.0,0.0,28,149019
0.0,1.0,0.0,0.0,20130.0,0.0,28,149019
0.0,2.0,0.0,0.0,20130.0,0.0,28,149019
0.0,3.0,0.0,0.0,20130.0,0.0,28,149019
0.0,4.0,0.0,0.0,20130.0,0.0,28,149019
0.0,4.0,0.0,0.0,20130.0,0.0,28,149019
0.0,1.0,0.0,0.0,16800.0,0.0,28,149019
0.0,2.0,0.0,0.0,54480.0,0.0,28,149019
0.0,3.0,0.0,0.0,54480.0,0.0,28,149019
0.0,1.0,0.0,0.0,3780.0,0.0,1,149021
0.0,2.0,0.0,0.0,3780.0,0.0,1,149021
0.0,1.0,0.0,0.0,450.0,0.0,16,149024
0.0,2.0,0.0,0.0,450.0,0.0,16,149024
0.0,1.0,0.0,0.0,1680.0,0.0,36,149032
0.0,1.0,0.0,0.0,3000.0,0.0,36,149032
0.0,2.0,0.0,0.0,3000.0,0.0,36,149032
0.0,3.0,0.0,0.0,3000.0,0.0,36,149032
0.0,4.0,0.0,0.0,3000.0,0.0,36,149032
0.0,4.0,0.0,0.0,3000.0,0.0,36,149032
0.0,1.0,0.0,0.0,13080.0,0.0,36,149032
0.0,2.0,0.0,0.0,13530.0,0.0,36,149032
0.0,3.0,0.0,0.0,13530.0,0.0,36,149032
0.0,1.0,0.0,0.0,3450.0,0.0,36,149032
1.0,2.0,0.0,2580.0,6030.0,0.0,36,149032
1.0,3.0,0.0,2580.0,27720.0,0.0,36,149032
1.0,3.0,0.0,2580.0,24270.0,0.0,36,149032
1.0,4.0,0.0,2580.0,24270.0,0.0,36,149032
0.0,1.0,0.0,0.0,4230.0,0.0,43,149035
0.0,1.0,0.0,0.0,20190.0,0.0,43,149035
0.0,2.0,0.0,0.0,20190.0,0.0,43,149035
0.0,3.0,0.0,0.0,20190.0,0.0,43,149035
0.0,4.0,0.0,0.0,20190.0,0.0,43,149035
0.0,4.0,0.0,0.0,20190.0,0.0,43,149035
