inf_1,inf_2,was_inf,inf_weight_1,inf_weight_2,s_t+d,age,pid
0.0,1.0,0.0,0.0,2730.0,0.0,51,142975
1.0,2.0,0.0,1080.0,3810.0,0.0,51,142975
2.0,3.0,0.0,1080.0,3810.0,0.0,51,142975
0.0,1.0,0.0,0.0,58649.0,0.0,40,142978
1.0,1.0,0.0,3300.0,3300.0,0.0,5,142979
0.0,1.0,0.0,0.0,13950.0,0.0,5,142979
0.0,2.0,0.0,0.0,13950.0,0.0,5,142979
0.0,3.0,0.0,0.0,13950.0,0.0,5,142979
0.0,1.0,0.0,0.0,9540.0,0.0,5,142979
0.0,2.0,0.0,0.0,9540.0,0.0,5,142979
0.0,4.0,0.0,0.0,27840.0,0.0,5,142979
0.0,1.0,0.0,0.0,60449.0,0.0,3,142980
0.0,2.0,0.0,0.0,94769.0,0.0,3,142980
0.0,3.0,0.0,0.0,94769.0,0.0,3,142980
0.0,4.0,0.0,0.0,94769.0,0.0,3,142980
0.0,4.0,0.0,0.0,34320.0,0.0,3,142980
0.0,4.0,0.0,0.0,34320.0,0.0,3,142980
0.0,4.0,0.0,0.0,34320.0,0.0,3,142980
0.0,5.0,0.0,0.0,53220.0,0.0,3,142980
0.0,6.0,0.0,0.0,53220.0,0.0,3,142980
0.0,6.0,0.0,0.0,53220.0,0.0,3,142980
0.0,6.0,0.0,0.0,53220.0,0.0,3,142980
0.0,1.0,0.0,0.0,32580.0,0.0,3,142980
0.0,1.0,0.0,0.0,4950.0,0.0,31,142986
0.0,1.0,0.0,0.0,18599.5,0.0,54,142991
0.0,1.0,0.0,0.0,42599.0,0.0,47,142995
0.0,2.0,0.0,0.0,42599.0,0.0,47,142995
0.0,3.0,0.0,0.0,42599.0,0.0,47,142995
0.0,4.0,0.0,0.0,42599.0,0.0,47,142995
0.0,4.0,0.0,0.0,42599.0,0.0,47,142995
0.0,4.0,0.0,0.0,42599.0,0.0,47,142995
0.0,5.0,0.0,0.0,88348.0,0.0,47,142995
0.0,6.0,0.0,0.0,88348.0,0.0,47,142995
0.0,6.0,0.0,0.0,88348.0,0.0,47,142995
0.0,6.0,0.0,0.0,88348.0,0.0,47,142995
0.0,1.0,0.0,0.0,45449.0,0.0,47,142995
0.0,2.0,0.0,0.0,45449.0,0.0,47,142995
0.0,1.0,0.0,0.0,43679.0,0.0,43,142996
0.0,2.0,0.0,0.0,43679.0,0.0,43,142996
0.0,3.0,0.0,0.0,43679.0,0.0,43,142996
0.0,4.0,0.0,0.0,43679.0,0.0,43,142996
0.0,4.0,0.0,0.0,43679.0,0.0,43,142996
0.0,4.0,0.0,0.0,43679.0,0.0,43,142996
0.0,5.0,0.0,0.0,94828.0,0.0,43,142996
0.0,6.0,0.0,0.0,94828.0,0.0,43,142996
0.0,6.0,0.0,0.0,94828.0,0.0,43,142996
0.0,6.0,0.0,0.0,94828.0,0.0,43,142996
0.0,1.0,0.0,0.0,50849.0,0.0,43,142996
0.0,2.0,0.0,0.0,50849.0,0.0,43,142996
0.0,1.0,0.0,0.0,46799.0,0.0,15,142997
0.0,2.0,0.0,0.0,46799.0,0.0,15,142997
0.0,3.0,0.0,0.0,46799.0,0.0,15,142997
0.0,4.0,0.0,0.0,46799.0,0.0,15,142997
0.0,4.0,0.0,0.0,46799.0,0.0,15,142997
0.0,4.0,0.0,0.0,46799.0,0.0,15,142997
1.0,5.0,0.0,24900.0,71699.0,0.0,15,142997
2.0,6.0,0.0,24900.0,71699.0,0.0,15,142997
3.0,6.0,0.0,24900.0,71699.0,0.0,15,142997
4.0,6.0,0.0,24900.0,71699.0,0.0,15,142997
3.0,5.0,0.0,24900.0,126058.5,0.0,15,142997
2.0,4.0,0.0,24900.0,79259.5,0.0,15,142997
1.0,5.0,0.0,24900.0,128669.0,0.0,15,142997
0.0,6.0,0.0,0.0,103769.0,0.0,15,142997
0.0,6.0,0.0,0.0,103769.0,0.0,15,142997
1.0,1.0,0.0,24300.0,24300.0,0.0,15,142997
2.0,2.0,0.0,24300.0,24300.0,0.0,15,142997
1.0,1.0,0.0,25200.0,25200.0,0.0,15,142998
2.0,2.0,0.0,25200.0,25200.0,0.0,15,142998
3.0,3.0,0.0,25200.0,25200.0,0.0,15,142998
4.0,4.0,0.0,25200.0,25200.0,0.0,15,142998
4.0,4.0,0.0,25200.0,25200.0,0.0,15,142998
4.0,4.0,0.0,25200.0,25200.0,0.0,15,142998
4.0,6.0,0.0,25200.0,119458.5,0.0,15,142998
4.0,8.0,0.0,25200.0,119458.5,0.0,15,142998
3.0,9.0,0.0,25200.0,119458.5,0.0,15,142998
2.0,10.0,0.0,25200.0,119458.5,0.0,15,142998
0.0,1.0,0.0,0.0,17070.0,0.0,15,142998
0.0,2.0,0.0,0.0,17070.0,0.0,15,142998
0.0,3.0,0.0,0.0,17070.0,0.0,15,142998
0.0,4.0,0.0,0.0,17070.0,0.0,15,142998
0.0,4.0,0.0,0.0,17070.0,0.0,15,142998
0.0,1.0,0.0,0.0,40020.0,0.0,15,142998
0.0,2.0,0.0,0.0,73920.0,0.0,15,142998
0.0,4.0,0.0,0.0,100560.0,0.0,15,142998
0.0,5.0,0.0,0.0,127305.0,0.0,15,142998
0.0,1.0,0.0,0.0,45599.0,0.0,10,142999
0.0,2.0,0.0,0.0,45599.0,0.0,10,142999
0.0,3.0,0.0,0.0,45599.0,0.0,10,142999
0.0,4.0,0.0,0.0,45599.0,0.0,10,142999
0.0,4.0,0.0,0.0,45599.0,0.0,10,142999
0.0,4.0,0.0,0.0,45599.0,0.0,10,142999
0.0,6.0,0.0,0.0,126868.0,0.0,10,142999
0.0,8.0,0.0,0.0,126868.0,0.0,10,142999
0.0,9.0,0.0,0.0,126868.0,0.0,10,142999
0.0,10.0,0.0,0.0,126868.0,0.0,10,142999
0.0,1.0,0.0,0.0,33689.5,0.0,10,142999
0.0,2.0,0.0,0.0,82138.5,0.0,10,142999
0.0,3.0,0.0,0.0,82138.5,0.0,10,142999
0.0,1.0,0.0,0.0,28650.0,0.0,6,143000
0.0,2.0,0.0,0.0,79349.0,0.0,6,143000
0.0,3.0,0.0,0.0,79349.0,0.0,6,143000
0.0,4.0,0.0,0.0,79349.0,0.0,6,143000
0.0,4.0,0.0,0.0,50699.0,0.0,6,143000
0.0,4.0,0.0,0.0,50699.0,0.0,6,143000
0.0,4.0,0.0,0.0,50699.0,0.0,6,143000
0.0,5.0,0.0,0.0,108148.0,0.0,6,143000
0.0,6.0,0.0,0.0,108148.0,0.0,6,143000
0.0,6.0,0.0,0.0,108148.0,0.0,6,143000
0.0,6.0,0.0,0.0,108148.0,0.0,6,143000
0.0,1.0,0.0,0.0,30270.0,0.0,6,143000
0.0,2.0,0.0,0.0,30270.0,0.0,6,143000
0.0,4.0,0.0,0.0,87419.0,0.0,6,143000
0.0,6.0,0.0,0.0,87419.0,0.0,6,143000
0.0,6.0,0.0,0.0,87419.0,0.0,6,143000
0.0,4.0,0.0,0.0,96959.0,0.0,6,143000
0.0,3.0,0.0,0.0,39810.0,0.0,6,143000
0.0,4.0,0.0,0.0,37020.0,0.0,6,143000
0.0,1.0,0.0,0.0,16680.0,0.0,74,143004
0.0,1.0,0.0,0.0,18900.0,0.0,74,143004
0.0,2.0,0.0,0.0,18900.0,0.0,74,143004
0.0,3.0,0.0,0.0,18900.0,0.0,74,143004
0.0,1.0,0.0,0.0,2130.0,0.0,74,143004
0.0,2.0,0.0,0.0,29970.0,0.0,74,143004
0.0,3.0,0.0,0.0,29970.0,0.0,74,143004
0.0,1.0,0.0,0.0,3420.0,0.0,50,143008
0.0,1.0,0.0,0.0,27119.5,0.0,50,143008
0.0,2.0,0.0,0.0,27119.5,0.0,50,143008
0.0,4.0,0.0,0.0,54239.0,0.0,50,143008
0.0,5.0,0.0,0.0,54239.0,0.0,50,143008
0.0,5.0,0.0,0.0,54239.0,0.0,50,143008
0.0,5.0,0.0,0.0,54239.0,0.0,50,143008
0.0,4.0,0.0,0.0,27119.5,0.0,50,143008
0.0,1.0,0.0,0.0,5700.0,0.0,22,143009
0.0,2.0,0.0,0.0,5700.0,0.0,22,143009
0.0,3.0,0.0,0.0,5700.0,0.0,22,143009
0.0,4.0,0.0,0.0,5700.0,0.0,22,143009
0.0,1.0,0.0,0.0,900.0,0.0,78,143012
0.0,1.0,0.0,0.0,32819.5,0.0,13,143023
0.0,2.0,0.0,0.0,78839.5,0.0,13,143023
0.0,3.0,0.0,0.0,78839.5,0.0,13,143023
0.0,4.0,0.0,0.0,78839.5,0.0,13,143023
0.0,4.0,0.0,0.0,46020.0,0.0,13,143023
0.0,4.0,0.0,0.0,46020.0,0.0,13,143023
0.0,4.0,0.0,0.0,46020.0,0.0,13,143023
0.0,5.0,0.0,0.0,50220.0,0.0,13,143023
0.0,6.0,0.0,0.0,50220.0,0.0,13,143023
0.0,6.0,0.0,0.0,50220.0,0.0,13,143023
0.0,6.0,0.0,0.0,50220.0,0.0,13,143023
0.0,1.0,0.0,0.0,43050.0,0.0,13,143023
0.0,1.0,0.0,0.0,41250.0,0.0,13,143023
0.0,2.0,0.0,0.0,41700.0,0.0,13,143023
0.0,3.0,0.0,0.0,48750.0,0.0,13,143023
0.0,4.0,0.0,0.0,85049.5,0.0,13,143023
0.0,1.0,0.0,0.0,870.0,0.0,29,143025
0.0,1.0,0.0,0.0,21539.5,0.0,29,143025
0.0,1.0,0.0,0.0,270.0,0.0,29,143025
0.0,2.0,0.0,0.0,5520.0,0.0,29,143025
0.0,1.0,0.0,0.0,10080.0,0.0,62,143028
0.0,1.0,0.0,0.0,20579.5,0.0,62,143028
0.0,2.0,0.0,0.0,20579.5,0.0,62,143028
0.0,3.0,0.0,0.0,20579.5,0.0,62,143028
0.0,1.0,0.0,0.0,7230.0,0.0,62,143028
0.0,2.0,0.0,0.0,7230.0,0.0,62,143028
0.0,1.0,0.0,0.0,14280.0,0.0,62,143028
0.0,2.0,0.0,0.0,28230.0,0.0,62,143028
0.0,3.0,0.0,0.0,28230.0,0.0,62,143028
0.0,4.0,0.0,0.0,28230.0,0.0,62,143028
0.0,1.0,0.0,0.0,37800.0,0.0,14,143031
0.0,2.0,0.0,0.0,37800.0,0.0,14,143031
0.0,3.0,0.0,0.0,37800.0,0.0,14,143031
0.0,4.0,0.0,0.0,37800.0,0.0,14,143031
0.0,4.0,0.0,0.0,37800.0,0.0,14,143031
0.0,4.0,0.0,0.0,37800.0,0.0,14,143031
0.0,5.0,0.0,0.0,40050.0,0.0,14,143031
0.0,6.0,0.0,0.0,40050.0,0.0,14,143031
0.0,6.0,0.0,0.0,40050.0,0.0,14,143031
0.0,6.0,0.0,0.0,40050.0,0.0,14,143031
0.0,1.0,0.0,0.0,20670.0,0.0,14,143031
0.0,2.0,0.0,0.0,20670.0,0.0,14,143031
0.0,3.0,0.0,0.0,20670.0,0.0,14,143031
0.0,1.0,0.0,0.0,42749.5,0.0,14,143031
0.0,3.0,0.0,0.0,94499.5,0.0,14,143031
0.0,4.0,0.0,0.0,94499.5,0.0,14,143031
0.0,1.0,0.0,0.0,7710.0,0.0,60,143035
0.0,2.0,0.0,0.0,7710.0,0.0,60,143035
0.0,1.0,0.0,0.0,1860.0,0.0,60,143035
0.0,1.0,0.0,0.0,1440.0,0.0,93,143039
0.0,2.0,0.0,0.0,1440.0,0.0,93,143039
0.0,1.0,0.0,0.0,25649.0,0.0,37,143040
0.0,2.0,0.0,0.0,25649.0,0.0,37,143040
0.0,3.0,0.0,0.0,25649.0,0.0,37,143040
0.0,5.0,0.0,0.0,28109.0,0.0,37,143040
0.0,6.0,0.0,0.0,28109.0,0.0,37,143040
0.0,7.0,0.0,0.0,28109.0,0.0,37,143040
0.0,8.0,0.0,0.0,28109.0,0.0,37,143040
0.0,7.0,0.0,0.0,28109.0,0.0,37,143040
0.0,1.0,0.0,0.0,34349.0,0.0,4,143041
0.0,2.0,0.0,0.0,34349.0,0.0,4,143041
0.0,3.0,0.0,0.0,34349.0,0.0,4,143041
0.0,4.0,0.0,0.0,34349.0,0.0,4,143041
0.0,4.0,0.0,0.0,34349.0,0.0,4,143041
0.0,4.0,0.0,0.0,34349.0,0.0,4,143041
0.0,5.0,0.0,0.0,38849.0,0.0,4,143041
0.0,6.0,0.0,0.0,38849.0,0.0,4,143041
0.0,6.0,0.0,0.0,38849.0,0.0,4,143041
0.0,6.0,0.0,0.0,38849.0,0.0,4,143041
0.0,1.0,0.0,0.0,39120.0,0.0,4,143041
0.0,2.0,0.0,0.0,70800.0,0.0,4,143041
0.0,3.0,0.0,0.0,70800.0,0.0,4,143041
0.0,1.0,0.0,0.0,32249.0,0.0,14,143042
0.0,2.0,0.0,0.0,32249.0,0.0,14,143042
0.0,3.0,0.0,0.0,32249.0,0.0,14,143042
0.0,4.0,0.0,0.0,32249.0,0.0,14,143042
0.0,4.0,0.0,0.0,32249.0,0.0,14,143042
0.0,4.0,0.0,0.0,32249.0,0.0,14,143042
0.0,4.0,0.0,0.0,32249.0,0.0,14,143042
0.0,4.0,0.0,0.0,32249.0,0.0,14,143042
0.0,1.0,0.0,0.0,41429.5,0.0,14,143042
0.0,2.0,0.0,0.0,41429.5,0.0,14,143042
0.0,3.0,0.0,0.0,41429.5,0.0,14,143042
0.0,3.0,0.0,0.0,69389.5,0.0,14,143042
0.0,2.0,0.0,0.0,70650.0,0.0,14,143042
0.0,4.0,0.0,0.0,98249.5,0.0,14,143042
0.0,1.0,0.0,0.0,3600.0,0.0,38,143043
1.0,2.0,0.0,900.0,4500.0,0.0,38,143043
2.0,3.0,0.0,900.0,4500.0,0.0,38,143043
3.0,4.0,0.0,900.0,4500.0,0.0,38,143043
4.0,4.0,0.0,900.0,900.0,0.0,38,143043
4.0,4.0,0.0,900.0,900.0,0.0,38,143043
4.0,4.0,0.0,900.0,900.0,0.0,38,143043
4.0,6.0,0.0,900.0,37859.5,0.0,38,143043
4.0,8.0,0.0,900.0,37859.5,0.0,38,143043
3.0,9.0,0.0,900.0,37859.5,0.0,38,143043
2.0,10.0,0.0,900.0,37859.5,0.0,38,143043
0.0,1.0,0.0,0.0,1500.0,0.0,38,143043
0.0,1.0,0.0,0.0,20430.0,0.0,11,143047
0.0,2.0,0.0,0.0,20430.0,0.0,11,143047
0.0,3.0,0.0,0.0,20430.0,0.0,11,143047
0.0,4.0,0.0,0.0,20430.0,0.0,11,143047
0.0,1.0,0.0,0.0,3990.0,0.0,11,143047
0.0,2.0,0.0,0.0,3990.0,0.0,11,143047
0.0,3.0,0.0,0.0,3990.0,0.0,11,143047
0.0,4.0,0.0,0.0,3990.0,0.0,11,143047
0.0,4.0,0.0,0.0,3990.0,0.0,11,143047
0.0,1.0,0.0,0.0,13650.0,0.0,11,143047
0.0,2.0,0.0,0.0,14550.0,0.0,11,143047
0.0,1.0,0.0,0.0,28890.0,0.0,7,143048
0.0,1.0,0.0,0.0,31500.0,0.0,7,143048
0.0,2.0,0.0,0.0,31500.0,0.0,7,143048
0.0,1.0,0.0,0.0,19410.0,0.0,7,143048
0.0,2.0,0.0,0.0,19410.0,0.0,7,143048
0.0,3.0,0.0,0.0,19410.0,0.0,7,143048
0.0,4.0,0.0,0.0,19410.0,0.0,7,143048
0.0,4.0,0.0,0.0,19410.0,0.0,7,143048
0.0,3.0,0.0,0.0,33360.0,0.0,7,143048
0.0,3.0,0.0,0.0,33360.0,0.0,7,143048
0.0,4.0,0.0,0.0,18000.0,0.0,7,143048
0.0,1.0,0.0,0.0,6840.0,0.0,60,143049
0.0,2.0,0.0,0.0,6840.0,0.0,60,143049
0.0,3.0,0.0,0.0,6840.0,0.0,60,143049
0.0,4.0,0.0,0.0,6840.0,0.0,60,143049
0.0,4.0,0.0,0.0,6840.0,0.0,60,143049
0.0,1.0,0.0,0.0,750.0,0.0,60,143050
0.0,2.0,0.0,0.0,7530.0,0.0,60,143050
0.0,3.0,0.0,0.0,9120.0,0.0,60,143050
0.0,1.0,0.0,0.0,7200.0,0.0,45,143052
0.0,1.0,0.0,0.0,12240.0,0.0,55,143054
0.0,2.0,0.0,0.0,15900.0,0.0,55,143054
0.0,1.0,0.0,0.0,54749.0,0.0,52,143057
0.0,2.0,0.0,0.0,54749.0,0.0,52,143057
0.0,3.0,0.0,0.0,54749.0,0.0,52,143057
0.0,4.0,0.0,0.0,54749.0,0.0,52,143057
0.0,4.0,0.0,0.0,54749.0,0.0,52,143057
0.0,4.0,0.0,0.0,54749.0,0.0,52,143057
0.0,4.0,0.0,0.0,54749.0,0.0,52,143057
0.0,4.0,0.0,0.0,54749.0,0.0,52,143057
0.0,1.0,0.0,0.0,54749.0,0.0,42,143058
0.0,2.0,0.0,0.0,54749.0,0.0,42,143058
0.0,3.0,0.0,0.0,54749.0,0.0,42,143058
0.0,4.0,0.0,0.0,54749.0,0.0,42,143058
0.0,4.0,0.0,0.0,54749.0,0.0,42,143058
0.0,4.0,0.0,0.0,54749.0,0.0,42,143058
0.0,4.0,0.0,0.0,54749.0,0.0,42,143058
0.0,4.0,0.0,0.0,54749.0,0.0,42,143058
0.0,1.0,0.0,0.0,58349.0,0.0,20,143059
0.0,2.0,0.0,0.0,58349.0,0.0,20,143059
0.0,3.0,0.0,0.0,58349.0,0.0,20,143059
0.0,4.0,0.0,0.0,58349.0,0.0,20,143059
0.0,4.0,0.0,0.0,58349.0,0.0,20,143059
0.0,4.0,0.0,0.0,58349.0,0.0,20,143059
0.0,4.0,0.0,0.0,58349.0,0.0,20,143059
0.0,4.0,0.0,0.0,58349.0,0.0,20,143059
0.0,1.0,0.0,0.0,68849.0,0.0,16,143060
0.0,2.0,0.0,0.0,68849.0,0.0,16,143060
0.0,3.0,0.0,0.0,68849.0,0.0,16,143060
0.0,4.0,0.0,0.0,68849.0,0.0,16,143060
0.0,4.0,0.0,0.0,68849.0,0.0,16,143060
0.0,4.0,0.0,0.0,68849.0,0.0,16,143060
0.0,4.0,0.0,0.0,68849.0,0.0,16,143060
0.0,4.0,0.0,0.0,68849.0,0.0,16,143060
1.0,1.0,0.0,24300.0,24300.0,0.0,11,143061
2.0,2.0,0.0,24300.0,24300.0,0.0,11,143061
3.0,3.0,0.0,24300.0,24300.0,0.0,11,143061
4.0,4.0,0.0,24300.0,24300.0,0.0,11,143061
4.0,4.0,0.0,24300.0,24300.0,0.0,11,143061
4.0,4.0,0.0,24300.0,24300.0,0.0,11,143061
4.0,6.0,0.0,24300.0,108059.5,0.0,11,143061
4.0,8.0,0.0,24300.0,108059.5,0.0,11,143061
3.0,9.0,0.0,24300.0,108059.5,0.0,11,143061
2.0,10.0,0.0,24300.0,108059.5,0.0,11,143061
0.0,1.0,0.0,0.0,43050.0,0.0,11,143061
0.0,1.0,0.0,0.0,11220.0,0.0,73,143067
0.0,1.0,0.0,0.0,3540.0,0.0,57,143068
0.0,1.0,0.0,0.0,30359.5,0.0,15,143073
0.0,2.0,0.0,0.0,30359.5,0.0,15,143073
0.0,3.0,0.0,0.0,30359.5,0.0,15,143073
0.0,4.0,0.0,0.0,30359.5,0.0,15,143073
0.0,4.0,0.0,0.0,30359.5,0.0,15,143073
0.0,4.0,0.0,0.0,30359.5,0.0,15,143073
0.0,6.0,0.0,0.0,82109.0,0.0,15,143073
0.0,8.0,0.0,0.0,82109.0,0.0,15,143073
0.0,9.0,0.0,0.0,82109.0,0.0,15,143073
0.0,10.0,0.0,0.0,82109.0,0.0,15,143073
0.0,1.0,0.0,0.0,20580.0,0.0,15,143073
0.0,2.0,0.0,0.0,31530.0,0.0,15,143073
0.0,1.0,0.0,0.0,40799.5,0.0,1,143077
0.0,1.0,0.0,0.0,30150.0,0.0,1,143077
0.0,2.0,0.0,0.0,30150.0,0.0,1,143077
0.0,3.0,0.0,0.0,30150.0,0.0,1,143077
0.0,4.0,0.0,0.0,30150.0,0.0,1,143077
0.0,1.0,0.0,0.0,14970.0,0.0,1,143077
0.0,2.0,0.0,0.0,14970.0,0.0,1,143077
0.0,3.0,0.0,0.0,14970.0,0.0,1,143077
0.0,4.0,0.0,0.0,14970.0,0.0,1,143077
0.0,4.0,0.0,0.0,14970.0,0.0,1,143077
0.0,1.0,0.0,0.0,25350.0,0.0,1,143077
0.0,2.0,0.0,0.0,25350.0,0.0,1,143077
0.0,1.0,0.0,0.0,36210.0,0.0,8,143078
0.0,2.0,0.0,0.0,36210.0,0.0,8,143078
0.0,3.0,0.0,0.0,36210.0,0.0,8,143078
0.0,4.0,0.0,0.0,36210.0,0.0,8,143078
0.0,1.0,0.0,0.0,8400.0,0.0,0,143079
0.0,1.0,0.0,0.0,2850.0,0.0,0,143079
0.0,1.0,0.0,0.0,8100.0,0.0,27,143080
0.0,1.0,0.0,0.0,7350.0,0.0,27,143080
0.0,2.0,0.0,0.0,7350.0,0.0,27,143080
0.0,1.0,0.0,0.0,20939.5,0.0,47,143084
0.0,2.0,0.0,0.0,49649.0,0.0,47,143084
0.0,3.0,0.0,0.0,49649.0,0.0,47,143084
0.0,4.0,0.0,0.0,49649.0,0.0,47,143084
0.0,4.0,0.0,0.0,28709.5,0.0,47,143084
0.0,4.0,0.0,0.0,28709.5,0.0,47,143084
0.0,4.0,0.0,0.0,28709.5,0.0,47,143084
0.0,5.0,0.0,0.0,56159.0,0.0,47,143084
0.0,6.0,0.0,0.0,56159.0,0.0,47,143084
0.0,6.0,0.0,0.0,56159.0,0.0,47,143084
0.0,6.0,0.0,0.0,56159.0,0.0,47,143084
0.0,1.0,0.0,0.0,26519.5,0.0,47,143084
0.0,1.0,0.0,0.0,26849.5,0.0,47,143084
0.0,1.0,0.0,0.0,13650.0,0.0,43,143085
0.0,2.0,0.0,0.0,13650.0,0.0,43,143085
0.0,3.0,0.0,0.0,13650.0,0.0,43,143085
0.0,4.0,0.0,0.0,13650.0,0.0,43,143085
0.0,4.0,0.0,0.0,13650.0,0.0,43,143085
0.0,4.0,0.0,0.0,13650.0,0.0,43,143085
0.0,6.0,0.0,0.0,61049.5,0.0,43,143085
0.0,8.0,0.0,0.0,61049.5,0.0,43,143085
0.0,9.0,0.0,0.0,61049.5,0.0,43,143085
0.0,10.0,0.0,0.0,61049.5,0.0,43,143085
0.0,1.0,0.0,0.0,15300.0,0.0,43,143085
0.0,2.0,0.0,0.0,24360.0,0.0,43,143085
0.0,3.0,0.0,0.0,24360.0,0.0,43,143085
0.0,1.0,0.0,0.0,49199.5,0.0,15,143086
0.0,2.0,0.0,0.0,91469.5,0.0,15,143086
0.0,3.0,0.0,0.0,91469.5,0.0,15,143086
0.0,4.0,0.0,0.0,91469.5,0.0,15,143086
0.0,4.0,0.0,0.0,42270.0,0.0,15,143086
0.0,4.0,0.0,0.0,42270.0,0.0,15,143086
0.0,4.0,0.0,0.0,42270.0,0.0,15,143086
0.0,5.0,0.0,0.0,64170.0,0.0,15,143086
0.0,6.0,0.0,0.0,64170.0,0.0,15,143086
0.0,6.0,0.0,0.0,64170.0,0.0,15,143086
0.0,6.0,0.0,0.0,64170.0,0.0,15,143086
0.0,1.0,0.0,0.0,41190.0,0.0,15,143086
0.0,1.0,0.0,0.0,41730.0,0.0,15,143087
0.0,2.0,0.0,0.0,41730.0,0.0,15,143087
0.0,3.0,0.0,0.0,41730.0,0.0,15,143087
0.0,4.0,0.0,0.0,41730.0,0.0,15,143087
0.0,4.0,0.0,0.0,41730.0,0.0,15,143087
0.0,4.0,0.0,0.0,41730.0,0.0,15,143087
0.0,5.0,0.0,0.0,55830.0,0.0,15,143087
0.0,6.0,0.0,0.0,55830.0,0.0,15,143087
0.0,6.0,0.0,0.0,55830.0,0.0,15,143087
0.0,6.0,0.0,0.0,55830.0,0.0,15,143087
0.0,1.0,0.0,0.0,33450.0,0.0,15,143087
0.0,2.0,0.0,0.0,33450.0,0.0,15,143087
0.0,1.0,0.0,0.0,25170.0,0.0,10,143088
0.0,2.0,0.0,0.0,25170.0,0.0,10,143088
0.0,3.0,0.0,0.0,25170.0,0.0,10,143088
0.0,4.0,0.0,0.0,25170.0,0.0,10,143088
0.0,1.0,0.0,0.0,270.0,0.0,10,143088
0.0,2.0,0.0,0.0,270.0,0.0,10,143088
0.0,1.0,0.0,0.0,24870.0,0.0,10,143088
0.0,1.0,0.0,0.0,25050.0,0.0,6,143089
0.0,1.0,0.0,0.0,33270.0,0.0,6,143089
0.0,2.0,0.0,0.0,33270.0,0.0,6,143089
0.0,3.0,0.0,0.0,33270.0,0.0,6,143089
0.0,4.0,0.0,0.0,33270.0,0.0,6,143089
0.0,4.0,0.0,0.0,33270.0,0.0,6,143089
0.0,1.0,0.0,0.0,14400.0,0.0,6,143089
0.0,1.0,0.0,0.0,36689.0,0.0,51,143090
0.0,2.0,0.0,0.0,36689.0,0.0,51,143090
0.0,3.0,0.0,0.0,36689.0,0.0,51,143090
0.0,4.0,0.0,0.0,36689.0,0.0,51,143090
0.0,4.0,0.0,0.0,36689.0,0.0,51,143090
0.0,4.0,0.0,0.0,36689.0,0.0,51,143090
0.0,4.0,0.0,0.0,36689.0,0.0,51,143090
0.0,4.0,0.0,0.0,36689.0,0.0,51,143090
1.0,1.0,0.0,900.0,900.0,0.0,51,143091
2.0,2.0,0.0,900.0,900.0,0.0,51,143091
